SimFinId,Currency,Fiscal Year,Fiscal Period,Publish Date,Restated Date,Shares (Basic),Shares (Diluted),Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Research & Development,Depreciation & Amortization,Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Abnormal Gains (Losses),Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Extraordinary Gains (Losses),Net Income,Net Income (Common)
45846,USD,2018,FY,2018-12-20,2020-12-18,321000000.0,325000000.0,4914000000.0,-2234000000.0,2680000000.0,-1776000000.0,-1389000000.0,-387000000.0,,904000000,42000000.0,-37000000.0,946000000,,946000000,-630000000.0,316000000,,316000000,316000000
45846,USD,2019,FY,2019-12-19,2021-12-17,314000000.0,318000000.0,5163000000.0,-2358000000.0,2805000000.0,-1864000000.0,-1460000000.0,-404000000.0,,941000000,-22000000.0,-38000000.0,919000000,,919000000,152000000.0,1071000000,,1071000000,1071000000
45846,USD,2020,FY,2020-12-18,2022-12-21,309000000.0,312000000.0,5339000000.0,-2502000000.0,2837000000.0,-1991000000.0,-1496000000.0,-495000000.0,,846000000,-4000000.0,-70000000.0,842000000,,842000000,-123000000.0,719000000,,719000000,719000000
45846,USD,2021,FY,2021-12-17,2023-12-20,305000000.0,307000000.0,6319000000.0,-2912000000.0,3407000000.0,-2060000000.0,-1619000000.0,-441000000.0,,1347000000,13000000.0,-79000000.0,1360000000,,1360000000,-150000000.0,1210000000,,1210000000,1210000000
45846,USD,2022,FY,2022-12-21,2023-12-20,304000000.0,307000000.0,6848000000.0,-3126000000.0,3722000000.0,-2104000000.0,-1637000000.0,-467000000.0,,1618000000,-114000000.0,-75000000.0,1504000000,,1504000000,-250000000.0,1254000000,,1254000000,1254000000
1253413,USD,2018,FY,2019-03-15,2021-03-15,68403426.0,70924623.0,30965000000.0,-6324000000.0,24641000000.0,-22036000000.0,-12416000000.0,-9620000000.0,,2605000000,-684000000.0,391000000.0,1921000000,,1921000000,-793000000.0,1096000000,,1112000000,1112000000
1253413,USD,2019,FY,2020-04-09,2022-04-27,70983996.0,80244014.0,35666000000.0,-7372000000.0,28294000000.0,-23254000000.0,-12584000000.0,-10670000000.0,,5040000000,4047000000.0,417000000.0,9087000000,,9087000000,-1742000000.0,6998000000,,7055000000,7011000000
1253413,USD,2020,FY,2021-03-15,2023-03-27,70983996.0,80244014.0,18327000000.0,-4042000000.0,14285000000.0,-15708000000.0,-8041000000.0,-7667000000.0,,-1423000000,198000000.0,471000000.0,-1225000000,,-1225000000,-355000000.0,-3269000000,,-3207000000,-3247000000
1253413,USD,2021,FY,2022-04-27,2023-03-27,70983996.0,80244014.0,20029000000.0,-4604000000.0,15425000000.0,-16836000000.0,-7844000000.0,-8992000000.0,,-1411000000,940000000.0,567000000.0,-471000000,,-471000000,-270000000.0,-645000000,,-550000000,-550000000
1253413,USD,2022,FY,2023-03-27,2023-03-27,70983996.0,80244014.0,20055000000.0,-4529000000.0,15526000000.0,-15438000000.0,-7097000000.0,-8341000000.0,,88000000,2547000000.0,532000000.0,2635000000,,2635000000,-682000000.0,1367000000,,1403000000,1403000000
1333027,USD,2019,FY,2020-03-09,2022-04-19,,,284367000.0,-284462000.0,-95000.0,-1858519000.0,-689379000.0,-1169140000.0,,-1858614000,-132835000.0,-4036000.0,-1991449000,-426425000.0,-2417874000,,-2417874000,,-2321145000,-3281607000
1333027,USD,2020,FY,2021-03-10,2023-04-21,,,9456609000.0,-7907270000.0,1549339000.0,-2218676000.0,-1118819000.0,-1099857000.0,,-669337000,208133000.0,-66916000.0,-461204000,272327000.0,-188877000,22847000.0,-166030000,14373000.0,-151657000,-791985000
1333027,USD,2021,FY,2022-04-19,2023-04-21,,,27009779000.0,-21248325000.0,5761454000.0,-6778774000.0,-3492385000.0,-3286389000.0,,-1017320000,864508000.0,-63244000.0,-152812000,,-152812000,-168643000.0,-321455000,,-321455000,-321455000
1333027,USD,2022,FY,2023-04-21,2023-04-21,,,45286816000.0,-36496360000.0,8790456000.0,-12445333000.0,-5665301000.0,-6780032000.0,,-3654877000,1495522000.0,-106340000.0,-2159355000,,-2159355000,127007000.0,-2032348000,,-2012215000,-2012215000
367153,USD,2018,FY,2019-02-26,2021-02-25,186000000.0,189000000.0,13403000000.0,-10053000000.0,3350000000.0,-1012000000.0,-248000000.0,-31000000.0,-733000000.0,2338000000,-186000000.0,-122000000.0,2152000000,-527000000.0,1625000000,-732000000.0,893000000,,250000000,250000000
367153,USD,2019,FY,2020-02-21,2022-02-24,185000000.0,185000000.0,10433000000.0,-8537000000.0,1896000000.0,-1020000000.0,-280000000.0,-27000000.0,-713000000.0,876000000,-283000000.0,-121000000.0,593000000,-1031000000.0,-438000000,-415000000.0,-853000000,,-1125000000,-1125000000
367153,USD,2020,FY,2021-02-25,2023-02-23,186000000.0,186000000.0,9286000000.0,-7969000000.0,1317000000.0,-886000000.0,-206000000.0,-27000000.0,-653000000.0,431000000,-154000000.0,-146000000.0,277000000,-104000000.0,173000000,-187000000.0,-14000000,,-170000000,-170000000
367153,USD,2021,FY,2022-02-24,2023-02-23,185663439.0,185663439.0,12152000000.0,-9153000000.0,2999000000.0,-922000000.0,-227000000.0,-31000000.0,-664000000.0,2077000000,250000000.0,-195000000.0,2327000000,-1128000000.0,1199000000,-629000000.0,570000000,,429000000,429000000
367153,USD,2022,FY,2023-02-23,2023-02-23,186377853.0,189907737.0,12451000000.0,-10212000000.0,2239000000.0,-853000000.0,-204000000.0,-32000000.0,-617000000.0,1386000000,12000000.0,-106000000.0,1398000000,-696000000.0,702000000,-664000000.0,38000000,,-123000000,-123000000
7962652,USD,2021,FY,2022-03-04,2023-03-10,125000000.0,125000000.0,,,,-6461616.0,-6461616.0,,,-6461616,284779.0,,-6176837,22025909.0,15849072,,15849072,,15849072,15849072
7962652,USD,2022,FY,2023-02-28,2023-03-10,100000000.0,100000000.0,,,,-7342712.0,-7342712.0,,,-7342712,13097713.0,,5755001,15228589.0,20983590,,20983590,,20983590,20983590
11820349,USD,2021,FY,2021-11-12,2022-12-22,5709500.0,20709500.0,,,,-184105.0,-184105.0,,,-184105,1052.0,1052.0,-183053,,-183053,,-183053,-285846.0,-468899,-468899
939324,USD,2018,FY,2019-04-15,2019-04-15,24090639.0,24090639.0,295763000.0,-207519000.0,88244000.0,-114073000.0,-13744000.0,,-21986000.0,-25829000,-465000.0,,-26294000,-43428000.0,-69722000,3004000.0,-66718000,,-59404000,-59404000
12444287,USD,2018,FY,2018-12-03,2021-03-23,20236021800.0,20236021800.0,,,,-58149.0,,,,-58149,,,-58149,-437.0,-58586,-800.0,-59386,,-59386,-59386
12444287,USD,2019,FY,2021-03-23,2021-07-13,20236021836.0,20236021836.0,,,,-46771.0,,,,-46771,-4494.0,-4494.0,-51265,-12978.0,-64243,-800.0,-65043,,-65043,-65043
12444287,USD,2020,FY,2020-10-12,2022-01-21,20236021836.0,20236021836.0,5474.0,-3369.0,2105.0,-48256.0,,,,-46151,-4965.0,-4965.0,-51116,,-51116,-800.0,-51916,,-51916,-51916
12444287,USD,2021,FY,2021-08-14,2022-10-31,20438554050.0,20438554050.0,195671.0,-144318.0,51353.0,-294913.0,-294913.0,,,-243560,-20044.0,-20044.0,-263604,-5450.0,-269054,,-269054,,-269054,-269054
12444287,USD,2022,FY,2022-10-31,2023-10-13,21090049276.0,21090049276.0,104648.0,-1588453.0,-1483805.0,-3250293.0,-3250293.0,,,-4734098,-190838.0,-190911.0,-4924936,,-4924936,,-4924936,,-4866153,-4866153
9076064,USD,2018,FY,2019-02-19,2020-02-24,29052000.0,29052000.0,130953000.0,,,-13370000.0,-13370000.0,,,117583000,-84468000.0,-84825000.0,33115000,-124179000.0,-91064000,-733000.0,-91797000,,-91797000,-92387000
9076064,USD,2019,FY,2020-02-24,2021-02-26,35709000.0,35833000.0,123478000.0,,,-14325000.0,-4821000.0,,,109153000,-97250000.0,-5050000.0,11903000,1839000.0,13742000,,13742000,,13742000,11142000
9076064,USD,2020,FY,2021-02-26,2022-03-10,35343000.0,35343000.0,46014000.0,,,-12615000.0,-5374000.0,,,33399000,-22916000.0,-22916000.0,10483000,-78199000.0,-67716000,,-67716000,,-67716000,-70707000
9076064,USD,2021,FY,2022-03-10,2023-03-31,32312000.0,32312000.0,25789000.0,,,-11704000.0,-11704000.0,,,14085000,-8835000.0,-8835000.0,5250000,-13199000.0,-7949000,-1566000.0,-9515000,,-9515000,-12431000
9076064,USD,2022,FY,2023-03-31,2023-03-31,28717000.0,29243000.0,49456000.0,,,-14915000.0,-14915000.0,,,34541000,-27584000.0,-27584000.0,6957000,2587000.0,9544000,-4118000.0,5426000,,5426000,2642000
68568,USD,2018,FY,2019-02-25,2021-02-17,464236000.0,465660000.0,44541000000.0,-20400000000.0,24141000000.0,-21485000000.0,-1520000000.0,,-1839000000.0,2656000000,-772000000.0,-938000000.0,1884000000,,1884000000,-472000000.0,1412000000,,1412000000,1412000000
68568,USD,2019,FY,2020-02-19,2022-02-22,443363000.0,444269000.0,45768000000.0,-32654000000.0,13114000000.0,-10049000000.0,-2004000000.0,,-1982000000.0,3065000000,-809000000.0,-968000000.0,2256000000,,2256000000,-570000000.0,1686000000,,1686000000,1686000000
68568,USD,2020,FY,2021-02-17,2023-02-22,483888000.0,483888000.0,17337000000.0,-22523000000.0,-5186000000.0,-5235000000.0,-666000000.0,,-2040000000.0,-10421000000,-1032000000.0,-1186000000.0,-11453000000,,-11453000000,2568000000.0,-8885000000,,-8885000000,-8885000000
68568,USD,2021,FY,2022-02-22,2023-02-22,648766000.0,648766000.0,29882000000.0,-27836000000.0,2046000000.0,-3105000000.0,-1098000000.0,,-2019000000.0,-1059000000,-1489000000.0,-1782000000.0,-2548000000,,-2548000000,555000000.0,-1993000000,,-1993000000,-1993000000
68568,USD,2022,FY,2023-02-22,2023-02-22,650345000.0,655122000.0,48971000000.0,-37957000000.0,11014000000.0,-9407000000.0,-1815000000.0,,-1977000000.0,1607000000,-1421000000.0,-1746000000.0,186000000,,186000000,-59000000.0,127000000,,127000000,127000000
847094,USD,2018,FY,2019-04-30,2019-04-30,2739421.0,2739421.0,15926000.0,,,-22534000.0,-3609000.0,,,-6608000,-3893000.0,,-10501000,,-10501000,-375000.0,-10876000,,-10876000,-11082000
847094,USD,2019,FY,2020-04-29,2021-03-03,2702918.0,2702918.0,,,,-17145000.0,-2334000.0,,,-17145000,6753000.0,,-10392000,,-10392000,-165000.0,-10557000,7944000.0,-2613000,-2819000
847094,USD,2020,FY,2021-03-03,2022-03-31,2773254.0,2773254.0,,-11977000.0,-11977000.0,-8533000.0,-2328000.0,,,-20510000,6559000.0,,-13951000,,-13951000,-769000.0,-14720000,54541000.0,39821000,39779000
847094,USD,2021,FY,2022-03-31,2023-03-27,2773254.0,2773254.0,,-5635000.0,-5635000.0,-10989000.0,-2573000.0,,,-16624000,3095000.0,-60000.0,-13529000,4585000.0,-8944000,-3273000.0,-12217000,6213000.0,-6004000,-6004000
847094,USD,2022,FY,2023-03-27,2023-03-27,3507233.0,3507233.0,4965000.0,-5839000.0,-874000.0,-10938000.0,-4566000.0,,-122000.0,-11812000,-1296000.0,-1328000.0,-13108000,-2476000.0,-15584000,-350000.0,-15934000,,-15934000,-15934000
441241,USD,2018,FY,2019-02-14,2021-02-23,69128000.0,70597000.0,1794716000.0,-708154000.0,1086562000.0,-913870000.0,-482712000.0,,,172692000,-17306000.0,-16440000.0,155386000,-91818000.0,63568000,-12915000.0,50653000,,50653000,50653000
441241,USD,2019,FY,2020-04-27,2022-02-24,67322000.0,68631000.0,1784477000.0,-672461000.0,1112016000.0,-926767000.0,-499993000.0,,,185249000,-13086000.0,-16967000.0,172163000,-137893000.0,34270000,-6171000.0,28099000,,28099000,28099000
441241,USD,2020,FY,2021-01-26,2023-03-01,33877000.0,33877000.0,1734919000.0,-651377000.0,1083542000.0,-908317000.0,-476575000.0,,,175225000,-7697000.0,-10006000.0,167528000,-565342000.0,-397814000,131902000.0,-265912000,,-265912000,-265912000
441241,USD,2021,FY,2022-02-24,2023-03-01,32485000.0,33188000.0,1845504000.0,-686015000.0,1159489000.0,-929902000.0,-495411000.0,,,229587000,121000.0,-1460000.0,229708000,-83838000.0,145870000,-35936000.0,109934000,,109934000,109934000
441241,USD,2022,FY,2023-03-01,2023-03-01,30881000.0,30881000.0,2249434000.0,-1087661000.0,1161773000.0,-1005287000.0,-515144000.0,,,156486000,-12195000.0,-9875000.0,144291000,-159034000.0,-14743000,9463000.0,-5280000,,-5280000,-5280000
671827,USD,2018,FY,2019-02-26,2021-02-25,19647000.0,19647000.0,267465000.0,-179692000.0,87773000.0,-98541000.0,-48638000.0,-49903000.0,,-10768000,990000.0,-824000.0,-9778000,,-9778000,7632000.0,-2146000,,-2146000,-2146000
671827,USD,2019,FY,2020-02-28,2022-02-24,19982363.0,19982363.0,190872000.0,-144671000.0,46201000.0,-94948000.0,-51549000.0,-43399000.0,,-48747000,-2640000.0,-4480000.0,-51387000,,-51387000,-14662000.0,-66049000,,-66049000,-66049000
671827,USD,2020,FY,2021-02-25,2023-02-27,21866630.0,21866630.0,234623000.0,-184082000.0,50541000.0,-99383000.0,-55990000.0,-43393000.0,,-48842000,-2382000.0,-5380000.0,-51224000,,-51224000,-7228000.0,-58452000,,-58452000,-58452000
671827,USD,2021,FY,2022-02-24,2023-02-27,27097372.0,27097372.0,211565000.0,-173850000.0,37715000.0,-94481000.0,-53261000.0,-41220000.0,,-56766000,2606000.0,-5550000.0,-54160000,,-54160000,-2000.0,-54162000,,-54162000,-54162000
671827,USD,2022,FY,2023-02-27,2023-02-27,27839245.0,27839245.0,222818000.0,-189191000.0,33627000.0,-92625000.0,-56381000.0,-36244000.0,,-58998000,-7398000.0,-6193000.0,-66396000,,-66396000,-1000.0,-66397000,,-66397000,-66397000
919501,USD,2018,FY,2019-02-28,2021-02-25,78426924.0,79001909.0,433947000.0,-330414000.0,103533000.0,-48194000.0,-48194000.0,,,55339000,149000.0,196000.0,55488000,12000.0,55500000,-13171000.0,42329000,,42329000,42329000
919501,USD,2019,FY,2020-02-27,2022-02-28,78119798.0,78953123.0,469333000.0,-349908000.0,119425000.0,-52077000.0,-52077000.0,,,67348000,20000.0,66000.0,67368000,-337000.0,67031000,-13320000.0,53711000,,53711000,53711000
919501,USD,2020,FY,2021-02-25,2023-02-27,78253019.0,79591754.0,514551000.0,-358702000.0,155849000.0,-60491000.0,-60491000.0,,,95358000,139000.0,88000.0,95497000,6478000.0,101975000,-22966000.0,79009000,,79009000,79009000
919501,USD,2021,FY,2022-02-28,2023-02-27,78631067.0,80319770.0,534517000.0,-396687000.0,137830000.0,-68598000.0,-68598000.0,,,69232000,-71000.0,-132000.0,69161000,21000.0,69182000,-10424000.0,58758000,,58758000,58758000
919501,USD,2022,FY,2023-02-27,2023-02-27,79582479.0,81145608.0,888788000.0,-651216000.0,237572000.0,-110823000.0,-110823000.0,,,126749000,-2228000.0,-2627000.0,124521000,12000.0,124533000,-24157000.0,100376000,,100376000,100376000
184955,USD,2018,FY,2019-02-19,2021-02-22,73728000.0,73991000.0,9580554000.0,-5361141000.0,4219413000.0,-3615138000.0,-3615138000.0,,,604275000,-49011000.0,-56588000.0,555264000,,555264000,-131417000.0,423847000,,423847000,423847000
184955,USD,2019,FY,2020-02-18,2022-02-15,70869000.0,71165000.0,9709003000.0,-5454257000.0,4254746000.0,-3577566000.0,-3577566000.0,,,677180000,-28678000.0,-39898000.0,648502000,-10756000.0,637746000,-150850000.0,486896000,,486896000,486896000
184955,USD,2020,FY,2021-02-22,2023-02-28,68748000.0,69003000.0,10106321000.0,-5624707000.0,4481614000.0,-3731707000.0,-3731707000.0,,,749907000,-50870000.0,-46886000.0,699037000,-48022000.0,651015000,-157994000.0,493021000,,493021000,493021000
184955,USD,2021,FY,2022-02-15,2023-02-28,62854000.0,63348000.0,10997989000.0,-6069241000.0,4928748000.0,-4090031000.0,-4090031000.0,,,838717000,-32792000.0,-37791000.0,805925000,,805925000,-189817000.0,616108000,,616108000,616108000
184955,USD,2022,FY,2023-02-28,2023-02-28,62854000.0,63348000.0,11154722000.0,-6192622000.0,4962100000.0,-4247949000.0,-4247949000.0,,,714151000,-58056000.0,-51060000.0,656095000,-7408000.0,648687000,-146815000.0,501872000,,501872000,501872000
111052,USD,2018,FY,2018-11-05,2020-10-30,19821508000.0,20000436000.0,265595000000.0,-163756000000.0,101839000000.0,-30941000000.0,-16705000000.0,-14236000000.0,,70898000000,2005000000.0,,72903000000,,72903000000,-13372000000.0,59531000000,,59531000000,59531000000
111052,USD,2019,FY,2019-10-31,2021-10-29,18471336000.0,18595652000.0,260174000000.0,-161782000000.0,98392000000.0,-34462000000.0,-18245000000.0,-16217000000.0,,63930000000,1807000000.0,,65737000000,,65737000000,-10481000000.0,55256000000,,55256000000,55256000000
111052,USD,2020,FY,2020-10-30,2022-10-28,17352119000.0,17528214000.0,274515000000.0,-169559000000.0,104956000000.0,-38668000000.0,-19916000000.0,-18752000000.0,,66288000000,803000000.0,,67091000000,,67091000000,-9680000000.0,57411000000,,57411000000,57411000000
111052,USD,2021,FY,2021-10-29,2023-11-03,16391724000.0,16519291000.0,365817000000.0,-212981000000.0,152836000000.0,-43887000000.0,-21973000000.0,-21914000000.0,,108949000000,258000000.0,,109207000000,,109207000000,-14527000000.0,94680000000,,94680000000,94680000000
111052,USD,2022,FY,2022-10-28,2023-11-03,16215963000.0,16325819000.0,394328000000.0,-223546000000.0,170782000000.0,-51345000000.0,-25094000000.0,-26251000000.0,,119437000000,-334000000.0,,119103000000,,119103000000,-19300000000.0,99803000000,,99803000000,99803000000
919944,USD,2018,FY,2019-02-15,2021-02-16,46950812.0,64136559.0,330867000.0,-86482000.0,244385000.0,-164850000.0,-22784000.0,,-107093000.0,79535000,-52333000.0,-52248000.0,27202000,,27202000,,27202000,,27202000,27202000
919944,USD,2019,FY,2020-02-14,2022-02-11,54110949.0,70786132.0,366741000.0,-91967000.0,274774000.0,-161089000.0,-24871000.0,,-96205000.0,113685000,-54130000.0,-54008000.0,59555000,633000.0,60188000,,60188000,,60188000,60188000
919944,USD,2020,FY,2021-02-16,2023-02-10,59806309.0,76119763.0,344573000.0,-79178000.0,265395000.0,-176814000.0,-26581000.0,,-108292000.0,88581000,-53376000.0,-53440000.0,35205000,,35205000,,35205000,,27660000,27660000
919944,USD,2021,FY,2022-02-11,2023-02-10,59990343.0,76171880.0,375828000.0,-86980000.0,288848000.0,-188979000.0,-29879000.0,,-116306000.0,99869000,-59569000.0,-58587000.0,40300000,-4271000.0,36029000,,36029000,,28376000,28376000
919944,USD,2022,FY,2023-02-10,2023-02-10,76230507.0,76230507.0,422648000.0,-107645000.0,315003000.0,-200269000.0,-32143000.0,,-123338000.0,114734000,-59505000.0,-58232000.0,55229000,,55229000,,55229000,,43506000,43506000
2265764,USD,2020,FY,2021-02-25,2023-03-15,167790414.0,167790414.0,143732000.0,-82818000.0,60914000.0,-53067000.0,-53067000.0,,,7847000,-12986000.0,-12993000.0,-5139000,,-5139000,-18702000.0,-23841000,,-25439000,-25439000
2265764,USD,2021,FY,2022-03-11,2023-03-15,149434000.0,149434000.0,332381000.0,-196409000.0,135972000.0,-153176000.0,-116665000.0,,,-17204000,-63733000.0,-63989000.0,-80937000,,-80937000,-41720000.0,-122657000,,-122657000,-122657000
2265764,USD,2022,FY,2023-03-15,2023-03-15,183381000.0,183381000.0,405926000.0,-271363000.0,134563000.0,-142089000.0,-137089000.0,,,-7526000,-31680000.0,-32436000.0,-39206000,,-39206000,-41693000.0,-80899000,,-80899000,-80899000
762204,USD,2018,FY,2019-02-19,2021-02-18,25542000.0,28281000.0,2677724000.0,-1362989000.0,1314735000.0,-741824000.0,,,-217340000.0,572911000,-97282000.0,-112668000.0,475629000,-166255000.0,309374000,-38727000.0,270647000,-80000.0,270567000,270567000
762204,USD,2019,FY,2020-04-28,2022-02-17,25828000.0,25828000.0,2739189000.0,-1465339000.0,1273850000.0,-811468000.0,,,-251097000.0,462382000,-86092000.0,-116034000.0,376290000,-849048000.0,-472758000,179645000.0,-293113000,,-293113000,-293113000
762204,USD,2020,FY,2021-02-18,2023-02-23,26408000.0,26690000.0,3211116000.0,-1684909000.0,1526207000.0,-725713000.0,,,-257672000.0,800494000,73108000.0,-113559000.0,873602000,-376860000.0,496742000,-136456000.0,360286000,,360286000,360286000
762204,USD,2021,FY,2022-02-17,2023-02-23,29023000.0,30547000.0,4030829000.0,-2221905000.0,1808924000.0,-756401000.0,,,-281209000.0,1052523000,-57748000.0,-106769000.0,994775000,-347384000.0,647391000,-154074000.0,493317000,,493317000,493317000
762204,USD,2022,FY,2023-02-23,2023-02-23,28463000.0,34190000.0,4549104000.0,-2896734000.0,1652370000.0,-801324000.0,,,-303220000.0,851046000,-60069000.0,-72937000.0,790977000,-329341000.0,461636000,-105756000.0,355880000,,355880000,355880000
11794966,USD,2021,FY,2022-02-11,2023-02-10,99545000.0,99556000.0,4445288000.0,-3686000.0,4441602000.0,-3185631000.0,-555608000.0,,-5697000.0,1255971000,-5145000.0,-5145000.0,1250826000,-34364000.0,1216462000,-62728000.0,1153734000,,1148623000,1148623000
11794966,USD,2022,FY,2023-02-10,2023-02-10,101763000.0,101764000.0,4120728000.0,-66438000.0,4054290000.0,-3186526000.0,-641635000.0,,-26564000.0,867764000,-17906000.0,-17906000.0,849858000,-34762000.0,815096000,-39639000.0,775457000,,831813000,831813000
36105,USD,2017,FY,2018-07-30,2018-07-30,22672000.0,23135000.0,244700000.0,-111091000.0,133609000.0,-94954000.0,-71622000.0,-23332000.0,,38655000,4745000.0,,43400000,,43400000,-16223000.0,27177000,0.0,27177000,27177000
61199,USD,2018,FY,2019-02-27,2021-02-19,1541000000.0,1546000000.0,32753000000.0,-7718000000.0,25035000000.0,-18228000000.0,-7399000000.0,-10329000000.0,,6807000000,-1186000000.0,-1144000000.0,5621000000,-424000000.0,5197000000,490000000.0,5687000000,,5687000000,5687000000
61199,USD,2019,FY,2020-02-21,2022-02-18,1481000000.0,1484000000.0,33266000000.0,-7439000000.0,25827000000.0,-12459000000.0,-6942000000.0,-6407000000.0,,13368000000,-4557000000.0,-1509000000.0,8811000000,-385000000.0,8426000000,-544000000.0,7882000000,,7882000000,7882000000
61199,USD,2020,FY,2021-02-19,2023-02-17,1667000000.0,1673000000.0,45804000000.0,-15387000000.0,30417000000.0,-17678000000.0,-11299000000.0,-6379000000.0,,12739000000,-7965000000.0,-2280000000.0,4774000000,-1376000000.0,3398000000,1224000000.0,4622000000,,4616000000,4616000000
61199,USD,2021,FY,2022-02-18,2023-02-17,1767880465.0,1778000000.0,56197000000.0,-17446000000.0,38751000000.0,-19703000000.0,-12349000000.0,-6922000000.0,,19048000000,-4935000000.0,-2384000000.0,14113000000,-1124000000.0,12989000000,-1440000000.0,11549000000,,11542000000,11542000000
61199,USD,2022,FY,2023-02-17,2023-02-17,1771000000.0,1778000000.0,58054000000.0,-17414000000.0,40640000000.0,-21826000000.0,-15260000000.0,-6510000000.0,,18814000000,-4640000000.0,-2044000000.0,14174000000,-697000000.0,13477000000,-1632000000.0,11845000000,,11836000000,11836000000
187024,USD,2018,FY,2018-11-20,2020-11-19,217872000.0,220336000.0,167939635000.0,-163327318000.0,4612317000.0,-2925428000.0,-2460301000.0,,-465127000.0,1686889000,-200168000.0,-174699000.0,1486721000,-309298000.0,1177423000,438469000.0,1615892000,,1658405000,1658405000
187024,USD,2019,FY,2019-11-19,2021-11-23,210165000.0,211840000.0,179589121000.0,-174450809000.0,5138312000.0,-3125915000.0,-2663508000.0,,-462407000.0,2012397000,-144817000.0,-157769000.0,1867580000,-900474000.0,967106000,-112971000.0,854135000,,855365000,855365000
187024,USD,2020,FY,2020-11-19,2022-11-22,204783000.0,204783000.0,189893926000.0,-184702042000.0,5191884000.0,-9880625000.0,-2767217000.0,,-391062000.0,-4688741000,-136302000.0,-137883000.0,-4825043000,-468788000.0,-5293831000,1894273000.0,-3399558000,,-3408716000,-3408716000
187024,USD,2021,FY,2021-11-02,2023-11-21,206156000.0,208912000.0,213988843000.0,-207045615000.0,6943228000.0,-4372046000.0,-3594251000.0,,-505172000.0,2571182000,-132338000.0,-174074000.0,2438844000,-216985000.0,2221859000,-677251000.0,1544608000,,1539932000,1539932000
187024,USD,2022,FY,2022-11-22,2023-11-21,208472000.0,211210000.0,238587006000.0,-230290639000.0,8296367000.0,-5666048000.0,-4848962000.0,,-693895000.0,2630319000,-183321000.0,-210673000.0,2446998000,-263941000.0,2183057000,-516517000.0,1666540000,,1698820000,1698820000
1250893,USD,2019,FY,2020-03-29,2022-02-25,152091589.0,226039616.0,11612000.0,,,-15729000.0,-4012000.0,-10113000.0,-1604000.0,-4117000,1906000.0,-54000.0,-2211000,,-2211000,,-2211000,,-2211000,-2211000
1250893,USD,2020,FY,2021-02-10,2023-02-21,152413300.0,237723530.0,233155000.0,,,-77124000.0,-15752000.0,-29393000.0,-4836000.0,156031000,1802000.0,-6518000.0,157833000,,157833000,-38915000.0,118918000,,118918000,118918000
1250893,USD,2021,FY,2022-02-25,2023-02-21,278933760.0,278933760.0,375203000.0,,,-170790000.0,-48761000.0,-62062000.0,-14451000.0,204413000,14736000.0,-2750000.0,219149000,,219149000,-65685000.0,153464000,,153464000,153464000
1250893,USD,2022,FY,2023-02-21,2023-02-21,285322719.0,315818163.0,485424000.0,,,-268913000.0,-66755000.0,-107879000.0,-27843000.0,216511000,22588000.0,12034000.0,239099000,,239099000,-80580000.0,158519000,,158519000,158519000
953884,USD,2018,FY,2019-02-09,2020-03-16,1901129.0,1901129.0,2998000.0,,,-61164000.0,-20106000.0,-38698000.0,-2360000.0,-58166000,1495000.0,1495000.0,-56671000,,-56671000,,-56671000,,-56671000,-56671000
953884,USD,2019,FY,2020-03-16,2021-03-24,2014183.0,2014183.0,,,,-77090000.0,-20705000.0,-48566000.0,-7819000.0,-77090000,808000.0,808000.0,-76282000,,-76282000,,-76282000,,-76282000,-76282000
953884,USD,2020,FY,2021-03-24,2022-03-31,3706543.0,3706543.0,10000000000.0,,,-58504000000.0,-23779000000.0,-30139000000.0,-4586000000.0,-48504000000,-2814000000.0,-2814000000.0,-51318000000,-32916000000.0,-84234000000,,-84234000000,,-84234000000,-84234000000
953884,USD,2021,FY,2022-02-16,2023-03-29,3706543.0,3706543.0,3000000.0,,,-60370000.0,-21644000.0,-38726000.0,,-57370000,-3601000.0,-3616000.0,-60971000,-23965000.0,-84936000,,-84936000,,-84936000,-84936000
953884,USD,2022,FY,2023-03-29,2023-03-29,6421245.0,6421245.0,1414000.0,,,-46671000.0,-17256000.0,-28965000.0,,-45257000,-164000.0,-305000.0,-45421000,5725000.0,-39696000,,-39696000,,-39696000,-43478000
545489,USD,2018,FY,2019-02-28,2021-03-01,20100000.0,20300000.0,6874400000.0,-5771400000.0,1103000000.0,-792100000.0,-755800000.0,,-33700000.0,310900000,-86100000.0,-86100000.0,224800000,,224800000,-56800000.0,168000000,,168000000,168000000
545489,USD,2019,FY,2020-03-02,2022-03-01,19100000.0,19300000.0,7210300000.0,-6041400000.0,1168900000.0,-836800000.0,-799800000.0,,-36200000.0,332100000,-92800000.0,-92800000.0,239300000,4600000.0,243900000,-59500000.0,184400000,,184400000,184400000
545489,USD,2020,FY,2021-01-26,2023-03-01,19200000.0,19300000.0,7131800000.0,-5908400000.0,1223400000.0,-829600000.0,-781900000.0,,-38500000.0,393800000,-74500000.0,-74500000.0,319300000,18700000.0,338000000,-83800000.0,254200000,,254200000,254200000
